Statistica,Property,Valore,Modificatore,Tiro Salvezza,Bonus Competenza,Tags,Statistica di riferimento,Untitled Database,Bonus Competenza di Riferimento,Valore di riferimento,Link PG,Livello,Modificatore  Abilità
Intimidire,No,,-5,-5,0,ABI,Carisma (Stalag%20Might%2082c32b9a749a4543aae2e78474794fe6/Abilita%CC%80%201e7ce6964e984b8d87837edf5c158b9c/Carisma%204f10486c74e8479ba3103d0ab81aee18.md),,1,0,,,0
Indagare,No,,-5,-5,0,ABI,Intelligenza (Stalag%20Might%2082c32b9a749a4543aae2e78474794fe6/Abilita%CC%80%201e7ce6964e984b8d87837edf5c158b9c/Intelligenza%201bff32db87ab426fa206a52ccd063fd3.md),,1,0,,,0
Storia,No,,-5,-5,0,ABI,Intelligenza (Stalag%20Might%2082c32b9a749a4543aae2e78474794fe6/Abilita%CC%80%201e7ce6964e984b8d87837edf5c158b9c/Intelligenza%201bff32db87ab426fa206a52ccd063fd3.md),,1,0,,,0
Natura,No,,-5,-5,0,ABI,Intelligenza (Stalag%20Might%2082c32b9a749a4543aae2e78474794fe6/Abilita%CC%80%201e7ce6964e984b8d87837edf5c158b9c/Intelligenza%201bff32db87ab426fa206a52ccd063fd3.md),,1,0,,,0
Atletica,No,,-5,-5,0,ABI,Forza (Stalag%20Might%2082c32b9a749a4543aae2e78474794fe6/Abilita%CC%80%201e7ce6964e984b8d87837edf5c158b9c/Forza%20e0a7f1dd6b924fa9aeef13d2c476e1fc.md),,1,0,,,0
Percezione,No,,-5,-5,0,ABI,Saggezza (Stalag%20Might%2082c32b9a749a4543aae2e78474794fe6/Abilita%CC%80%201e7ce6964e984b8d87837edf5c158b9c/Saggezza%20822b138e72f0470897e902e48c84450f.md),,1,0,,,0
Intuizione,No,,-5,-5,0,ABI,Saggezza (Stalag%20Might%2082c32b9a749a4543aae2e78474794fe6/Abilita%CC%80%201e7ce6964e984b8d87837edf5c158b9c/Saggezza%20822b138e72f0470897e902e48c84450f.md),,1,0,,,0
Arcano,No,,-5,-5,0,ABI,Intelligenza (Stalag%20Might%2082c32b9a749a4543aae2e78474794fe6/Abilita%CC%80%201e7ce6964e984b8d87837edf5c158b9c/Intelligenza%201bff32db87ab426fa206a52ccd063fd3.md),,1,0,,,0
Medicina,No,,-5,-5,0,ABI,Saggezza (Stalag%20Might%2082c32b9a749a4543aae2e78474794fe6/Abilita%CC%80%201e7ce6964e984b8d87837edf5c158b9c/Saggezza%20822b138e72f0470897e902e48c84450f.md),,1,0,,,0
Intrattenere,No,,-5,-5,0,ABI,Carisma (Stalag%20Might%2082c32b9a749a4543aae2e78474794fe6/Abilita%CC%80%201e7ce6964e984b8d87837edf5c158b9c/Carisma%204f10486c74e8479ba3103d0ab81aee18.md),,1,0,,,0
Religione,No,,-5,-5,0,ABI,Intelligenza (Stalag%20Might%2082c32b9a749a4543aae2e78474794fe6/Abilita%CC%80%201e7ce6964e984b8d87837edf5c158b9c/Intelligenza%201bff32db87ab426fa206a52ccd063fd3.md),,1,0,,,0
Addestrare animali,No,,-5,-5,0,ABI,Saggezza (Stalag%20Might%2082c32b9a749a4543aae2e78474794fe6/Abilita%CC%80%201e7ce6964e984b8d87837edf5c158b9c/Saggezza%20822b138e72f0470897e902e48c84450f.md),,1,0,,,0
Acrobazia,Yes,,-5,-5,0,ABI,Destrezza (Stalag%20Might%2082c32b9a749a4543aae2e78474794fe6/Abilita%CC%80%201e7ce6964e984b8d87837edf5c158b9c/Destrezza%20a28d08f975b342618d1aee5a92d693a3.md),,1,0,,,1
Rapidità di mano,No,,-5,-5,0,ABI,Destrezza (Stalag%20Might%2082c32b9a749a4543aae2e78474794fe6/Abilita%CC%80%201e7ce6964e984b8d87837edf5c158b9c/Destrezza%20a28d08f975b342618d1aee5a92d693a3.md),,1,0,,,0
