Statistica,Property,Valore,Modificatore,Tiro Salvezza,Bonus Competenza,Tags,Statistica di riferimento,Untitled Database,Bonus Competenza di Riferimento,Valore di riferimento,Link PG,Livello,Modificatore  Abilità
Furtività,No,,-5,-5,0,ABI,Destrezza (Pippo%20Francfrog%204d15378e582d4f1db815d957fe064245/Abilita%CC%80%206c389f50c35f46369e8056828b53fcb0/Destrezza%201a12782aeb764225af7635ecb22aac45.md),,1,0,,,0
Intimidire,No,,-5,-5,0,ABI,Carisma (Pippo%20Francfrog%204d15378e582d4f1db815d957fe064245/Abilita%CC%80%206c389f50c35f46369e8056828b53fcb0/Carisma%20374b7d7c81ad40a6bb9799020db2947e.md),,1,0,,,0
Percezione,No,,-5,-5,0,ABI,Saggezza (Pippo%20Francfrog%204d15378e582d4f1db815d957fe064245/Abilita%CC%80%206c389f50c35f46369e8056828b53fcb0/Saggezza%20bf4088d7986941e28251cb3d2c451c6c.md),,1,0,,,0
Intuizione,No,,-5,-5,0,ABI,Saggezza (Pippo%20Francfrog%204d15378e582d4f1db815d957fe064245/Abilita%CC%80%206c389f50c35f46369e8056828b53fcb0/Saggezza%20bf4088d7986941e28251cb3d2c451c6c.md),,1,0,,,0
Natura,No,,-5,-5,0,ABI,Intelligenza (Pippo%20Francfrog%204d15378e582d4f1db815d957fe064245/Abilita%CC%80%206c389f50c35f46369e8056828b53fcb0/Intelligenza%20dfc84c9e66244c50a87da25ce18bffc2.md),,1,0,,,0
Indagare,No,,-5,-5,0,ABI,Intelligenza (Pippo%20Francfrog%204d15378e582d4f1db815d957fe064245/Abilita%CC%80%206c389f50c35f46369e8056828b53fcb0/Intelligenza%20dfc84c9e66244c50a87da25ce18bffc2.md),,1,0,,,0
Arcano,No,,-5,-5,0,ABI,Intelligenza (Pippo%20Francfrog%204d15378e582d4f1db815d957fe064245/Abilita%CC%80%206c389f50c35f46369e8056828b53fcb0/Intelligenza%20dfc84c9e66244c50a87da25ce18bffc2.md),,1,0,,,0
Atletica,No,,-5,-5,0,ABI,Forza (Pippo%20Francfrog%204d15378e582d4f1db815d957fe064245/Abilita%CC%80%206c389f50c35f46369e8056828b53fcb0/Forza%20412bdddd487a4359907887bf7d9ca828.md),,1,0,,,0
Medicina,No,,-5,-5,0,ABI,Saggezza (Pippo%20Francfrog%204d15378e582d4f1db815d957fe064245/Abilita%CC%80%206c389f50c35f46369e8056828b53fcb0/Saggezza%20bf4088d7986941e28251cb3d2c451c6c.md),,1,0,,,0
Acrobazia,Yes,,-5,-5,0,ABI,Destrezza (Pippo%20Francfrog%204d15378e582d4f1db815d957fe064245/Abilita%CC%80%206c389f50c35f46369e8056828b53fcb0/Destrezza%201a12782aeb764225af7635ecb22aac45.md),,1,0,,,1
Addestrare animali,No,,-5,-5,0,ABI,Saggezza (Pippo%20Francfrog%204d15378e582d4f1db815d957fe064245/Abilita%CC%80%206c389f50c35f46369e8056828b53fcb0/Saggezza%20bf4088d7986941e28251cb3d2c451c6c.md),,1,0,,,0
Religione,No,,-5,-5,0,ABI,Intelligenza (Pippo%20Francfrog%204d15378e582d4f1db815d957fe064245/Abilita%CC%80%206c389f50c35f46369e8056828b53fcb0/Intelligenza%20dfc84c9e66244c50a87da25ce18bffc2.md),,1,0,,,0
Intrattenere,No,,-5,-5,0,ABI,Carisma (Pippo%20Francfrog%204d15378e582d4f1db815d957fe064245/Abilita%CC%80%206c389f50c35f46369e8056828b53fcb0/Carisma%20374b7d7c81ad40a6bb9799020db2947e.md),,1,0,,,0
Rapidità di mano,No,,-5,-5,0,ABI,Destrezza (Pippo%20Francfrog%204d15378e582d4f1db815d957fe064245/Abilita%CC%80%206c389f50c35f46369e8056828b53fcb0/Destrezza%201a12782aeb764225af7635ecb22aac45.md),,1,0,,,0
