Statistica,Property,Valore,Modificatore,Tiro Salvezza,Bonus Competenza,Tags,Statistica di riferimento,Untitled Database,Bonus Competenza di Riferimento,Valore di riferimento,Link PG,Livello,Modificatore  Abilità
Natura,No,,-5,-5,0,ABI,Intelligenza (Caravaggio%20085126a6bfcc4e48a2f654c751f29d4d/Abilita%CC%80%2088163116ffda4d90b9be228ef46e256c/Intelligenza%20152d4149450d4386b02b8f917edba498.md),,1,0,,,0
Arcano,No,,-5,-5,0,ABI,Intelligenza (Caravaggio%20085126a6bfcc4e48a2f654c751f29d4d/Abilita%CC%80%2088163116ffda4d90b9be228ef46e256c/Intelligenza%20152d4149450d4386b02b8f917edba498.md),,1,0,,,0
Intimidire,No,,-5,-5,0,ABI,Carisma (Caravaggio%20085126a6bfcc4e48a2f654c751f29d4d/Abilita%CC%80%2088163116ffda4d90b9be228ef46e256c/Carisma%2091b4521e1ff64d669e74d3278e945838.md),,1,0,,,0
Inganno,No,,-5,-5,0,ABI,Carisma (Caravaggio%20085126a6bfcc4e48a2f654c751f29d4d/Abilita%CC%80%2088163116ffda4d90b9be228ef46e256c/Carisma%2091b4521e1ff64d669e74d3278e945838.md),,1,0,,,0
Intuizione,No,,-5,-5,0,ABI,Saggezza (Caravaggio%20085126a6bfcc4e48a2f654c751f29d4d/Abilita%CC%80%2088163116ffda4d90b9be228ef46e256c/Saggezza%2019c92a05c0a74b63ba4c0317fb44fa64.md),,1,0,,,0
Atletica,No,,-5,-5,0,ABI,Forza (Caravaggio%20085126a6bfcc4e48a2f654c751f29d4d/Abilita%CC%80%2088163116ffda4d90b9be228ef46e256c/Forza%20dfaa79d66241440ba1caf2c14e1c609d.md),,1,0,,,0
Intrattenere,No,,-5,-5,0,ABI,Carisma (Caravaggio%20085126a6bfcc4e48a2f654c751f29d4d/Abilita%CC%80%2088163116ffda4d90b9be228ef46e256c/Carisma%2091b4521e1ff64d669e74d3278e945838.md),,1,0,,,0
Percezione,No,,-5,-5,0,ABI,Saggezza (Caravaggio%20085126a6bfcc4e48a2f654c751f29d4d/Abilita%CC%80%2088163116ffda4d90b9be228ef46e256c/Saggezza%2019c92a05c0a74b63ba4c0317fb44fa64.md),,1,0,,,0
Acrobazia,Yes,,-5,-5,0,ABI,Destrezza (Caravaggio%20085126a6bfcc4e48a2f654c751f29d4d/Abilita%CC%80%2088163116ffda4d90b9be228ef46e256c/Destrezza%20f3ce011a8ca246f09904a927d87c5e74.md),,1,0,,,1
Storia,No,,-5,-5,0,ABI,Intelligenza (Caravaggio%20085126a6bfcc4e48a2f654c751f29d4d/Abilita%CC%80%2088163116ffda4d90b9be228ef46e256c/Intelligenza%20152d4149450d4386b02b8f917edba498.md),,1,0,,,0
Medicina,No,,-5,-5,0,ABI,Saggezza (Caravaggio%20085126a6bfcc4e48a2f654c751f29d4d/Abilita%CC%80%2088163116ffda4d90b9be228ef46e256c/Saggezza%2019c92a05c0a74b63ba4c0317fb44fa64.md),,1,0,,,0
Addestrare animali,No,,-5,-5,0,ABI,Saggezza (Caravaggio%20085126a6bfcc4e48a2f654c751f29d4d/Abilita%CC%80%2088163116ffda4d90b9be228ef46e256c/Saggezza%2019c92a05c0a74b63ba4c0317fb44fa64.md),,1,0,,,0
Religione,No,,-5,-5,0,ABI,Intelligenza (Caravaggio%20085126a6bfcc4e48a2f654c751f29d4d/Abilita%CC%80%2088163116ffda4d90b9be228ef46e256c/Intelligenza%20152d4149450d4386b02b8f917edba498.md),,1,0,,,0
Rapidità di mano,No,,-5,-5,0,ABI,Destrezza (Caravaggio%20085126a6bfcc4e48a2f654c751f29d4d/Abilita%CC%80%2088163116ffda4d90b9be228ef46e256c/Destrezza%20f3ce011a8ca246f09904a927d87c5e74.md),,1,0,,,0
