Statistica,Property,Valore,Modificatore,Tiro Salvezza,Bonus Competenza,Tags,Statistica di riferimento,Untitled Database,Bonus Competenza di Riferimento,Valore di riferimento,Link PG,Livello,Modificatore  Abilità
Natura,No,,-5,-5,0,ABI,Intelligenza (Ombra%20Cornuta%206141fe0afbd94cc6ace6561edcae515f/Abilita%CC%80%2047ae4f9c53dd4179b08562154b33a396/Intelligenza%206f2f47dddf0e456aacb775e03da7ad5b.md),,1,0,,,0
Sopravvivenza,No,,-5,-5,0,ABI,Saggezza (Ombra%20Cornuta%206141fe0afbd94cc6ace6561edcae515f/Abilita%CC%80%2047ae4f9c53dd4179b08562154b33a396/Saggezza%2094456b890ea247348245cd71e07484ad.md),,1,0,,,0
Storia,No,,-5,-5,0,ABI,Intelligenza (Ombra%20Cornuta%206141fe0afbd94cc6ace6561edcae515f/Abilita%CC%80%2047ae4f9c53dd4179b08562154b33a396/Intelligenza%206f2f47dddf0e456aacb775e03da7ad5b.md),,1,0,,,0
Atletica,No,,-5,-5,0,ABI,Forza (Ombra%20Cornuta%206141fe0afbd94cc6ace6561edcae515f/Abilita%CC%80%2047ae4f9c53dd4179b08562154b33a396/Forza%20e903489c92c14a6aad88f9f0ddde5f41.md),,1,0,,,0
Intimidire,No,,-5,-5,0,ABI,Carisma (Ombra%20Cornuta%206141fe0afbd94cc6ace6561edcae515f/Abilita%CC%80%2047ae4f9c53dd4179b08562154b33a396/Carisma%2085412b6f15bc4bb7950d44c4e8a85c74.md),,1,0,,,0
Intuizione,No,,-5,-5,0,ABI,Saggezza (Ombra%20Cornuta%206141fe0afbd94cc6ace6561edcae515f/Abilita%CC%80%2047ae4f9c53dd4179b08562154b33a396/Saggezza%2094456b890ea247348245cd71e07484ad.md),,1,0,,,0
Arcano,No,,-5,-5,0,ABI,Intelligenza (Ombra%20Cornuta%206141fe0afbd94cc6ace6561edcae515f/Abilita%CC%80%2047ae4f9c53dd4179b08562154b33a396/Intelligenza%206f2f47dddf0e456aacb775e03da7ad5b.md),,1,0,,,0
Percezione,No,,-5,-5,0,ABI,Saggezza (Ombra%20Cornuta%206141fe0afbd94cc6ace6561edcae515f/Abilita%CC%80%2047ae4f9c53dd4179b08562154b33a396/Saggezza%2094456b890ea247348245cd71e07484ad.md),,1,0,,,0
Medicina,No,,-5,-5,0,ABI,Saggezza (Ombra%20Cornuta%206141fe0afbd94cc6ace6561edcae515f/Abilita%CC%80%2047ae4f9c53dd4179b08562154b33a396/Saggezza%2094456b890ea247348245cd71e07484ad.md),,1,0,,,0
Religione,No,,-5,-5,0,ABI,Intelligenza (Ombra%20Cornuta%206141fe0afbd94cc6ace6561edcae515f/Abilita%CC%80%2047ae4f9c53dd4179b08562154b33a396/Intelligenza%206f2f47dddf0e456aacb775e03da7ad5b.md),,1,0,,,0
Intrattenere,No,,-5,-5,0,ABI,Carisma (Ombra%20Cornuta%206141fe0afbd94cc6ace6561edcae515f/Abilita%CC%80%2047ae4f9c53dd4179b08562154b33a396/Carisma%2085412b6f15bc4bb7950d44c4e8a85c74.md),,1,0,,,0
Acrobazia,Yes,,-5,-5,0,ABI,Destrezza (Ombra%20Cornuta%206141fe0afbd94cc6ace6561edcae515f/Abilita%CC%80%2047ae4f9c53dd4179b08562154b33a396/Destrezza%20992aeadc07be4cbaa961e37414afb0b9.md),,1,0,,,1
Rapidità di mano,No,,-5,-5,0,ABI,Destrezza (Ombra%20Cornuta%206141fe0afbd94cc6ace6561edcae515f/Abilita%CC%80%2047ae4f9c53dd4179b08562154b33a396/Destrezza%20992aeadc07be4cbaa961e37414afb0b9.md),,1,0,,,0
Addestrare animali,No,,-5,-5,0,ABI,Saggezza (Ombra%20Cornuta%206141fe0afbd94cc6ace6561edcae515f/Abilita%CC%80%2047ae4f9c53dd4179b08562154b33a396/Saggezza%2094456b890ea247348245cd71e07484ad.md),,1,0,,,0
