Statistica,Property,Valore,Modificatore,Tiro Salvezza,Bonus Competenza,Tags,Statistica di riferimento,Untitled Database,Bonus Competenza di Riferimento,Valore di riferimento,Link PG,Livello,Modificatore  Abilità
Storia,No,,-5,-5,0,ABI,Intelligenza (Bohr%20Ra%2064449ef6c46549e9abf62b9d7e01a69d/Abilita%CC%80%2082f8e70a09d245fe86b3ea906fa4405e/Intelligenza%206c06104bf3ba4c73ad499ef033b99ee0.md),,1,0,,,0
Furtività,No,,-5,-5,0,ABI,Destrezza (Bohr%20Ra%2064449ef6c46549e9abf62b9d7e01a69d/Abilita%CC%80%2082f8e70a09d245fe86b3ea906fa4405e/Destrezza%2058c6418bf08f434f8c271fa411e57ce0.md),,1,0,,,0
Intimidire,No,,-5,-5,0,ABI,Carisma (Bohr%20Ra%2064449ef6c46549e9abf62b9d7e01a69d/Abilita%CC%80%2082f8e70a09d245fe86b3ea906fa4405e/Carisma%200745fc43260c4b51b361203ad7327e30.md),,1,0,,,0
Arcano,No,,-5,-5,0,ABI,Intelligenza (Bohr%20Ra%2064449ef6c46549e9abf62b9d7e01a69d/Abilita%CC%80%2082f8e70a09d245fe86b3ea906fa4405e/Intelligenza%206c06104bf3ba4c73ad499ef033b99ee0.md),,1,0,,,0
Intuizione,No,,-5,-5,0,ABI,Saggezza (Bohr%20Ra%2064449ef6c46549e9abf62b9d7e01a69d/Abilita%CC%80%2082f8e70a09d245fe86b3ea906fa4405e/Saggezza%206d944872984b4cde99a0a092d51e2191.md),,1,0,,,0
Percezione,No,,-5,-5,0,ABI,Saggezza (Bohr%20Ra%2064449ef6c46549e9abf62b9d7e01a69d/Abilita%CC%80%2082f8e70a09d245fe86b3ea906fa4405e/Saggezza%206d944872984b4cde99a0a092d51e2191.md),,1,0,,,0
Medicina,No,,-5,-5,0,ABI,Saggezza (Bohr%20Ra%2064449ef6c46549e9abf62b9d7e01a69d/Abilita%CC%80%2082f8e70a09d245fe86b3ea906fa4405e/Saggezza%206d944872984b4cde99a0a092d51e2191.md),,1,0,,,0
Atletica,No,,-5,-5,0,ABI,Forza (Bohr%20Ra%2064449ef6c46549e9abf62b9d7e01a69d/Abilita%CC%80%2082f8e70a09d245fe86b3ea906fa4405e/Forza%20cf0426b0526b429da32c1125ac2a80a4.md),,1,0,,,0
Indagare,No,,-5,-5,0,ABI,Intelligenza (Bohr%20Ra%2064449ef6c46549e9abf62b9d7e01a69d/Abilita%CC%80%2082f8e70a09d245fe86b3ea906fa4405e/Intelligenza%206c06104bf3ba4c73ad499ef033b99ee0.md),,1,0,,,0
Religione,No,,-5,-5,0,ABI,Intelligenza (Bohr%20Ra%2064449ef6c46549e9abf62b9d7e01a69d/Abilita%CC%80%2082f8e70a09d245fe86b3ea906fa4405e/Intelligenza%206c06104bf3ba4c73ad499ef033b99ee0.md),,1,0,,,0
Intrattenere,No,,-5,-5,0,ABI,Carisma (Bohr%20Ra%2064449ef6c46549e9abf62b9d7e01a69d/Abilita%CC%80%2082f8e70a09d245fe86b3ea906fa4405e/Carisma%200745fc43260c4b51b361203ad7327e30.md),,1,0,,,0
Rapidità di mano,No,,-5,-5,0,ABI,Destrezza (Bohr%20Ra%2064449ef6c46549e9abf62b9d7e01a69d/Abilita%CC%80%2082f8e70a09d245fe86b3ea906fa4405e/Destrezza%2058c6418bf08f434f8c271fa411e57ce0.md),,1,0,,,0
Acrobazia,Yes,,-5,-5,0,ABI,Destrezza (Bohr%20Ra%2064449ef6c46549e9abf62b9d7e01a69d/Abilita%CC%80%2082f8e70a09d245fe86b3ea906fa4405e/Destrezza%2058c6418bf08f434f8c271fa411e57ce0.md),,1,0,,,1
Addestrare animali,No,,-5,-5,0,ABI,Saggezza (Bohr%20Ra%2064449ef6c46549e9abf62b9d7e01a69d/Abilita%CC%80%2082f8e70a09d245fe86b3ea906fa4405e/Saggezza%206d944872984b4cde99a0a092d51e2191.md),,1,0,,,0
