Statistica,Property,Valore,Modificatore,Tiro Salvezza,Bonus Competenza,Tags,Statistica di riferimento,Untitled Database,Bonus Competenza di Riferimento,Valore di riferimento,Link PG,Livello,Modificatore  Abilità
Indagare,No,,-5,-5,0,ABI,Intelligenza (Ken%20Nataro%20b2efe30ba9fd49d2a77e104631b0d916/Abilita%CC%80%2097ecc9b336a54b24a61e1910cae67855/Intelligenza%20b19c44cf8bc541bbbf0f2d1d3da08892.md),,1,0,,,0
Arcano,No,,-5,-5,0,ABI,Intelligenza (Ken%20Nataro%20b2efe30ba9fd49d2a77e104631b0d916/Abilita%CC%80%2097ecc9b336a54b24a61e1910cae67855/Intelligenza%20b19c44cf8bc541bbbf0f2d1d3da08892.md),,1,0,,,0
Rapidità di mano,No,,-5,-5,0,ABI,Destrezza (Ken%20Nataro%20b2efe30ba9fd49d2a77e104631b0d916/Abilita%CC%80%2097ecc9b336a54b24a61e1910cae67855/Destrezza%209674c2b974d3479eb20a651a8dd42ca4.md),,1,0,,,0
Addestrare animali,No,,-5,-5,0,ABI,Saggezza (Ken%20Nataro%20b2efe30ba9fd49d2a77e104631b0d916/Abilita%CC%80%2097ecc9b336a54b24a61e1910cae67855/Saggezza%20507aee722b8a4e3caf31a00474cbe705.md),,1,0,,,0
Intrattenere,No,,-5,-5,0,ABI,Carisma (Ken%20Nataro%20b2efe30ba9fd49d2a77e104631b0d916/Abilita%CC%80%2097ecc9b336a54b24a61e1910cae67855/Carisma%201ecf6059938d48fdad0224e7cacbb4d6.md),,1,0,,,0
Persuasione,No,,-5,-5,0,ABI,Carisma (Ken%20Nataro%20b2efe30ba9fd49d2a77e104631b0d916/Abilita%CC%80%2097ecc9b336a54b24a61e1910cae67855/Carisma%201ecf6059938d48fdad0224e7cacbb4d6.md),,1,0,,,0
Storia,No,,-5,-5,0,ABI,Intelligenza (Ken%20Nataro%20b2efe30ba9fd49d2a77e104631b0d916/Abilita%CC%80%2097ecc9b336a54b24a61e1910cae67855/Intelligenza%20b19c44cf8bc541bbbf0f2d1d3da08892.md),,1,0,,,0
Medicina,No,,-5,-5,0,ABI,Saggezza (Ken%20Nataro%20b2efe30ba9fd49d2a77e104631b0d916/Abilita%CC%80%2097ecc9b336a54b24a61e1910cae67855/Saggezza%20507aee722b8a4e3caf31a00474cbe705.md),,1,0,,,0
Acrobazia,Yes,,-5,-5,0,ABI,Destrezza (Ken%20Nataro%20b2efe30ba9fd49d2a77e104631b0d916/Abilita%CC%80%2097ecc9b336a54b24a61e1910cae67855/Destrezza%209674c2b974d3479eb20a651a8dd42ca4.md),,1,0,,,1
Atletica,No,,-5,-5,0,ABI,Forza (Ken%20Nataro%20b2efe30ba9fd49d2a77e104631b0d916/Abilita%CC%80%2097ecc9b336a54b24a61e1910cae67855/Forza%20d9680010cf9a4db5b1534c5d0b37bbd1.md),,1,0,,,0
Intuizione,No,,-5,-5,0,ABI,Saggezza (Ken%20Nataro%20b2efe30ba9fd49d2a77e104631b0d916/Abilita%CC%80%2097ecc9b336a54b24a61e1910cae67855/Saggezza%20507aee722b8a4e3caf31a00474cbe705.md),,1,0,,,0
Intimidire,No,,-5,-5,0,ABI,Carisma (Ken%20Nataro%20b2efe30ba9fd49d2a77e104631b0d916/Abilita%CC%80%2097ecc9b336a54b24a61e1910cae67855/Carisma%201ecf6059938d48fdad0224e7cacbb4d6.md),,1,0,,,0
Natura,No,,-5,-5,0,ABI,Intelligenza (Ken%20Nataro%20b2efe30ba9fd49d2a77e104631b0d916/Abilita%CC%80%2097ecc9b336a54b24a61e1910cae67855/Intelligenza%20b19c44cf8bc541bbbf0f2d1d3da08892.md),,1,0,,,0
Percezione,No,,-5,-5,0,ABI,Saggezza (Ken%20Nataro%20b2efe30ba9fd49d2a77e104631b0d916/Abilita%CC%80%2097ecc9b336a54b24a61e1910cae67855/Saggezza%20507aee722b8a4e3caf31a00474cbe705.md),,1,0,,,0
