Statistica,Property,Valore,Modificatore,Tiro Salvezza,Bonus Competenza,Tags,Statistica di riferimento,Untitled Database,Bonus Competenza di Riferimento,Valore di riferimento,Link PG,Livello,Modificatore  Abilità
Indagare,No,,-5,-5,0,ABI,Intelligenza (Fabritius%20Quaterocula%20(WIP)%207630fc05bd5844eba3c7c74d3184a355/Abilita%CC%80%2053ae6f3de7934c788bbc4fc8c0b18d5e/Intelligenza%207ba9da5116454ac5aae6d86f6480190d.md),,1,0,,,0
Intuizione,No,,-5,-5,0,ABI,Saggezza (Fabritius%20Quaterocula%20(WIP)%207630fc05bd5844eba3c7c74d3184a355/Abilita%CC%80%2053ae6f3de7934c788bbc4fc8c0b18d5e/Saggezza%202e64616e72b64e6c9dfb8e24a04c33ba.md),,1,0,,,0
Arcano,No,,-5,-5,0,ABI,Intelligenza (Fabritius%20Quaterocula%20(WIP)%207630fc05bd5844eba3c7c74d3184a355/Abilita%CC%80%2053ae6f3de7934c788bbc4fc8c0b18d5e/Intelligenza%207ba9da5116454ac5aae6d86f6480190d.md),,1,0,,,0
Percezione,No,,-5,-5,0,ABI,Saggezza (Fabritius%20Quaterocula%20(WIP)%207630fc05bd5844eba3c7c74d3184a355/Abilita%CC%80%2053ae6f3de7934c788bbc4fc8c0b18d5e/Saggezza%202e64616e72b64e6c9dfb8e24a04c33ba.md),,1,0,,,0
Atletica,No,,-5,-5,0,ABI,Forza (Fabritius%20Quaterocula%20(WIP)%207630fc05bd5844eba3c7c74d3184a355/Abilita%CC%80%2053ae6f3de7934c788bbc4fc8c0b18d5e/Forza%200cd8d400e38d48c7a2c3dd4635c7cabd.md),,1,0,,,0
Sopravvivenza,No,,-5,-5,0,ABI,Saggezza (Fabritius%20Quaterocula%20(WIP)%207630fc05bd5844eba3c7c74d3184a355/Abilita%CC%80%2053ae6f3de7934c788bbc4fc8c0b18d5e/Saggezza%202e64616e72b64e6c9dfb8e24a04c33ba.md),,1,0,,,0
Furtività,No,,-5,-5,0,ABI,Destrezza (Fabritius%20Quaterocula%20(WIP)%207630fc05bd5844eba3c7c74d3184a355/Abilita%CC%80%2053ae6f3de7934c788bbc4fc8c0b18d5e/Destrezza%20c1e719226af44a66be97fbff539f7f85.md),,1,0,,,0
Intimidire,No,,-5,-5,0,ABI,Carisma (Fabritius%20Quaterocula%20(WIP)%207630fc05bd5844eba3c7c74d3184a355/Abilita%CC%80%2053ae6f3de7934c788bbc4fc8c0b18d5e/Carisma%2087b178c4840348dcb519efabf0ac0de8.md),,1,0,,,0
Medicina,No,,-5,-5,0,ABI,Saggezza (Fabritius%20Quaterocula%20(WIP)%207630fc05bd5844eba3c7c74d3184a355/Abilita%CC%80%2053ae6f3de7934c788bbc4fc8c0b18d5e/Saggezza%202e64616e72b64e6c9dfb8e24a04c33ba.md),,1,0,,,0
Acrobazia,Yes,,-5,-5,0,ABI,Destrezza (Fabritius%20Quaterocula%20(WIP)%207630fc05bd5844eba3c7c74d3184a355/Abilita%CC%80%2053ae6f3de7934c788bbc4fc8c0b18d5e/Destrezza%20c1e719226af44a66be97fbff539f7f85.md),,1,0,,,1
Intrattenere,No,,-5,-5,0,ABI,Carisma (Fabritius%20Quaterocula%20(WIP)%207630fc05bd5844eba3c7c74d3184a355/Abilita%CC%80%2053ae6f3de7934c788bbc4fc8c0b18d5e/Carisma%2087b178c4840348dcb519efabf0ac0de8.md),,1,0,,,0
Addestrare animali,No,,-5,-5,0,ABI,Saggezza (Fabritius%20Quaterocula%20(WIP)%207630fc05bd5844eba3c7c74d3184a355/Abilita%CC%80%2053ae6f3de7934c788bbc4fc8c0b18d5e/Saggezza%202e64616e72b64e6c9dfb8e24a04c33ba.md),,1,0,,,0
Rapidità di mano,No,,-5,-5,0,ABI,Destrezza (Fabritius%20Quaterocula%20(WIP)%207630fc05bd5844eba3c7c74d3184a355/Abilita%CC%80%2053ae6f3de7934c788bbc4fc8c0b18d5e/Destrezza%20c1e719226af44a66be97fbff539f7f85.md),,1,0,,,0
Religione,No,,-5,-5,0,ABI,Intelligenza (Fabritius%20Quaterocula%20(WIP)%207630fc05bd5844eba3c7c74d3184a355/Abilita%CC%80%2053ae6f3de7934c788bbc4fc8c0b18d5e/Intelligenza%207ba9da5116454ac5aae6d86f6480190d.md),,1,0,,,0
