Statistica,Property,Valore,Modificatore,Tiro Salvezza,Bonus Competenza,Tags,Statistica di riferimento,Untitled Database,Bonus Competenza di Riferimento,Valore di riferimento,Link PG,Livello,Modificatore  Abilità
Storia,No,,-5,-5,0,ABI,Intelligenza (Kit%20(WIP)%206fa9f39f12df44b5886783e9e3370c50/Abilita%CC%80%2098914416bc5f44bc8be31a513dba9b63/Intelligenza%20e5ef172772b544f2baf11157044cab3d.md),,1,0,,,0
Arcano,No,,-5,-5,0,ABI,Intelligenza (Kit%20(WIP)%206fa9f39f12df44b5886783e9e3370c50/Abilita%CC%80%2098914416bc5f44bc8be31a513dba9b63/Intelligenza%20e5ef172772b544f2baf11157044cab3d.md),,1,0,,,0
Sopravvivenza,No,,-5,-5,0,ABI,Saggezza (Kit%20(WIP)%206fa9f39f12df44b5886783e9e3370c50/Abilita%CC%80%2098914416bc5f44bc8be31a513dba9b63/Saggezza%2053867c6c32964886ae17362b3a9beceb.md),,1,0,,,0
Intimidire,No,,-5,-5,0,ABI,Carisma (Kit%20(WIP)%206fa9f39f12df44b5886783e9e3370c50/Abilita%CC%80%2098914416bc5f44bc8be31a513dba9b63/Carisma%20ab118eb58fe2469497d00dba91530ce9.md),,1,0,,,0
Persuasione,No,,-5,-5,0,ABI,Carisma (Kit%20(WIP)%206fa9f39f12df44b5886783e9e3370c50/Abilita%CC%80%2098914416bc5f44bc8be31a513dba9b63/Carisma%20ab118eb58fe2469497d00dba91530ce9.md),,1,0,,,0
Percezione,No,,-5,-5,0,ABI,Saggezza (Kit%20(WIP)%206fa9f39f12df44b5886783e9e3370c50/Abilita%CC%80%2098914416bc5f44bc8be31a513dba9b63/Saggezza%2053867c6c32964886ae17362b3a9beceb.md),,1,0,,,0
Inganno,No,,-5,-5,0,ABI,Carisma (Kit%20(WIP)%206fa9f39f12df44b5886783e9e3370c50/Abilita%CC%80%2098914416bc5f44bc8be31a513dba9b63/Carisma%20ab118eb58fe2469497d00dba91530ce9.md),,1,0,,,0
Furtività,No,,-5,-5,0,ABI,Destrezza (Kit%20(WIP)%206fa9f39f12df44b5886783e9e3370c50/Abilita%CC%80%2098914416bc5f44bc8be31a513dba9b63/Destrezza%20b8f307ae529d4800bf2afa7b75ffbaf3.md),,1,0,,,0
Intrattenere,No,,-5,-5,0,ABI,Carisma (Kit%20(WIP)%206fa9f39f12df44b5886783e9e3370c50/Abilita%CC%80%2098914416bc5f44bc8be31a513dba9b63/Carisma%20ab118eb58fe2469497d00dba91530ce9.md),,1,0,,,0
Acrobazia,Yes,,-5,-5,0,ABI,Destrezza (Kit%20(WIP)%206fa9f39f12df44b5886783e9e3370c50/Abilita%CC%80%2098914416bc5f44bc8be31a513dba9b63/Destrezza%20b8f307ae529d4800bf2afa7b75ffbaf3.md),,1,0,,,1
Religione,No,,-5,-5,0,ABI,Intelligenza (Kit%20(WIP)%206fa9f39f12df44b5886783e9e3370c50/Abilita%CC%80%2098914416bc5f44bc8be31a513dba9b63/Intelligenza%20e5ef172772b544f2baf11157044cab3d.md),,1,0,,,0
Addestrare animali,No,,-5,-5,0,ABI,Saggezza (Kit%20(WIP)%206fa9f39f12df44b5886783e9e3370c50/Abilita%CC%80%2098914416bc5f44bc8be31a513dba9b63/Saggezza%2053867c6c32964886ae17362b3a9beceb.md),,1,0,,,0
Rapidità di mano,No,,-5,-5,0,ABI,Destrezza (Kit%20(WIP)%206fa9f39f12df44b5886783e9e3370c50/Abilita%CC%80%2098914416bc5f44bc8be31a513dba9b63/Destrezza%20b8f307ae529d4800bf2afa7b75ffbaf3.md),,1,0,,,0
Medicina,No,,-5,-5,0,ABI,Saggezza (Kit%20(WIP)%206fa9f39f12df44b5886783e9e3370c50/Abilita%CC%80%2098914416bc5f44bc8be31a513dba9b63/Saggezza%2053867c6c32964886ae17362b3a9beceb.md),,1,0,,,0
