Statistica,Property,Valore,Modificatore,Tiro Salvezza,Bonus Competenza,Tags,Statistica di riferimento,Untitled Database,Bonus Competenza di Riferimento,Valore di riferimento,Link PG,Livello,Modificatore  Abilità
Furtività,No,,-5,-5,0,ABI,Destrezza (Branda%20Gunnarsson%20f8c7d7de2863418e9d8a94419f4b2d74/Abilita%CC%80%20598db4b9c1424724926dfa6e5f543ee8/Destrezza%2094378c630083469a94237dda2fdf0f40.md),,1,0,,,0
Arcano,No,,-5,-5,0,ABI,Intelligenza (Branda%20Gunnarsson%20f8c7d7de2863418e9d8a94419f4b2d74/Abilita%CC%80%20598db4b9c1424724926dfa6e5f543ee8/Intelligenza%2050aa62c416cd4f4eb9ac3bfcfa050729.md),,1,0,,,0
Percezione,No,,-5,-5,0,ABI,Saggezza (Branda%20Gunnarsson%20f8c7d7de2863418e9d8a94419f4b2d74/Abilita%CC%80%20598db4b9c1424724926dfa6e5f543ee8/Saggezza%200a3bd56da49c472c9f5018d9834e7aff.md),,1,0,,,0
Storia,No,,-5,-5,0,ABI,Intelligenza (Branda%20Gunnarsson%20f8c7d7de2863418e9d8a94419f4b2d74/Abilita%CC%80%20598db4b9c1424724926dfa6e5f543ee8/Intelligenza%2050aa62c416cd4f4eb9ac3bfcfa050729.md),,1,0,,,0
Intuizione,No,,-5,-5,0,ABI,Saggezza (Branda%20Gunnarsson%20f8c7d7de2863418e9d8a94419f4b2d74/Abilita%CC%80%20598db4b9c1424724926dfa6e5f543ee8/Saggezza%200a3bd56da49c472c9f5018d9834e7aff.md),,1,0,,,0
Medicina,No,,-5,-5,0,ABI,Saggezza (Branda%20Gunnarsson%20f8c7d7de2863418e9d8a94419f4b2d74/Abilita%CC%80%20598db4b9c1424724926dfa6e5f543ee8/Saggezza%200a3bd56da49c472c9f5018d9834e7aff.md),,1,0,,,0
Atletica,No,,-5,-5,0,ABI,Forza (Branda%20Gunnarsson%20f8c7d7de2863418e9d8a94419f4b2d74/Abilita%CC%80%20598db4b9c1424724926dfa6e5f543ee8/Forza%2038d7e46c196d4d88a67728cbf59a870e.md),,1,0,,,0
Indagare,No,,-5,-5,0,ABI,Intelligenza (Branda%20Gunnarsson%20f8c7d7de2863418e9d8a94419f4b2d74/Abilita%CC%80%20598db4b9c1424724926dfa6e5f543ee8/Intelligenza%2050aa62c416cd4f4eb9ac3bfcfa050729.md),,1,0,,,0
Intimidire,No,,-5,-5,0,ABI,Carisma (Branda%20Gunnarsson%20f8c7d7de2863418e9d8a94419f4b2d74/Abilita%CC%80%20598db4b9c1424724926dfa6e5f543ee8/Carisma%201bb4ec82af8e4bd88da9a01cb15de654.md),,1,0,,,0
Rapidità di mano,No,,-5,-5,0,ABI,Destrezza (Branda%20Gunnarsson%20f8c7d7de2863418e9d8a94419f4b2d74/Abilita%CC%80%20598db4b9c1424724926dfa6e5f543ee8/Destrezza%2094378c630083469a94237dda2fdf0f40.md),,1,0,,,0
Acrobazia,Yes,,-5,-5,0,ABI,Destrezza (Branda%20Gunnarsson%20f8c7d7de2863418e9d8a94419f4b2d74/Abilita%CC%80%20598db4b9c1424724926dfa6e5f543ee8/Destrezza%2094378c630083469a94237dda2fdf0f40.md),,1,0,,,1
Religione,No,,-5,-5,0,ABI,Intelligenza (Branda%20Gunnarsson%20f8c7d7de2863418e9d8a94419f4b2d74/Abilita%CC%80%20598db4b9c1424724926dfa6e5f543ee8/Intelligenza%2050aa62c416cd4f4eb9ac3bfcfa050729.md),,1,0,,,0
Intrattenere,No,,-5,-5,0,ABI,Carisma (Branda%20Gunnarsson%20f8c7d7de2863418e9d8a94419f4b2d74/Abilita%CC%80%20598db4b9c1424724926dfa6e5f543ee8/Carisma%201bb4ec82af8e4bd88da9a01cb15de654.md),,1,0,,,0
Addestrare animali,No,,-5,-5,0,ABI,Saggezza (Branda%20Gunnarsson%20f8c7d7de2863418e9d8a94419f4b2d74/Abilita%CC%80%20598db4b9c1424724926dfa6e5f543ee8/Saggezza%200a3bd56da49c472c9f5018d9834e7aff.md),,1,0,,,0
