Statistica,Property,Valore,Modificatore,Tiro Salvezza,Bonus Competenza,Tags,Statistica di riferimento,Untitled Database,Bonus Competenza di Riferimento,Valore di riferimento,Link PG,Livello,Modificatore  Abilità
Storia,No,,-5,-5,0,ABI,Intelligenza (Disis%20Iulukinfor%20e7699726707a41be926c823d67941f78/Abilita%CC%80%202419083f5ad842df8e9e10b59a312f2e/Intelligenza%20840ce20b71a04b8a9c0a3ab65967bd91.md),,1,0,,,0
Intrattenere,No,,-5,-5,0,ABI,Carisma (Disis%20Iulukinfor%20e7699726707a41be926c823d67941f78/Abilita%CC%80%202419083f5ad842df8e9e10b59a312f2e/Carisma%20bbf62738772142369688234bf4ec0c1f.md),,1,0,,,0
Religione,No,,-5,-5,0,ABI,Intelligenza (Disis%20Iulukinfor%20e7699726707a41be926c823d67941f78/Abilita%CC%80%202419083f5ad842df8e9e10b59a312f2e/Intelligenza%20840ce20b71a04b8a9c0a3ab65967bd91.md),,1,0,,,0
Atletica,No,,-5,-5,0,ABI,Forza (Disis%20Iulukinfor%20e7699726707a41be926c823d67941f78/Abilita%CC%80%202419083f5ad842df8e9e10b59a312f2e/Forza%2057c2112a6e1049db893de128c50ed0ed.md),,1,0,,,0
Acrobazia,Yes,,-5,-5,0,ABI,Destrezza (Disis%20Iulukinfor%20e7699726707a41be926c823d67941f78/Abilita%CC%80%202419083f5ad842df8e9e10b59a312f2e/Destrezza%20a241c648b6144d51905003676188b6cb.md),,1,0,,,1
Medicina,No,,-5,-5,0,ABI,Saggezza (Disis%20Iulukinfor%20e7699726707a41be926c823d67941f78/Abilita%CC%80%202419083f5ad842df8e9e10b59a312f2e/Saggezza%20069961c679024a6ab4740d8155918229.md),,1,0,,,0
Percezione,No,,-5,-5,0,ABI,Saggezza (Disis%20Iulukinfor%20e7699726707a41be926c823d67941f78/Abilita%CC%80%202419083f5ad842df8e9e10b59a312f2e/Saggezza%20069961c679024a6ab4740d8155918229.md),,1,0,,,0
Intuizione,No,,-5,-5,0,ABI,Saggezza (Disis%20Iulukinfor%20e7699726707a41be926c823d67941f78/Abilita%CC%80%202419083f5ad842df8e9e10b59a312f2e/Saggezza%20069961c679024a6ab4740d8155918229.md),,1,0,,,0
Addestrare animali,No,,-5,-5,0,ABI,Saggezza (Disis%20Iulukinfor%20e7699726707a41be926c823d67941f78/Abilita%CC%80%202419083f5ad842df8e9e10b59a312f2e/Saggezza%20069961c679024a6ab4740d8155918229.md),,1,0,,,0
Rapidità di mano,No,,-5,-5,0,ABI,Destrezza (Disis%20Iulukinfor%20e7699726707a41be926c823d67941f78/Abilita%CC%80%202419083f5ad842df8e9e10b59a312f2e/Destrezza%20a241c648b6144d51905003676188b6cb.md),,1,0,,,0
