Statistica,Property,Valore,Modificatore,Tiro Salvezza,Bonus Competenza,Tags,Statistica di riferimento,Untitled Database,Bonus Competenza di Riferimento,Valore di riferimento,Link PG,Livello,Modificatore  Abilità
Natura,No,,-5,-5,0,ABI,Intelligenza (Naskirophis%20120e02c652b84f2abeac36fef59c28f6/Abilita%CC%80%20da1538d735de4e138ef5740acbc7e0a6/Intelligenza%20e22f806df5dc461f8dfaf8a1e2edf43b.md),,1,0,,,0
Furtività,No,,-5,-5,0,ABI,Destrezza (Naskirophis%20120e02c652b84f2abeac36fef59c28f6/Abilita%CC%80%20da1538d735de4e138ef5740acbc7e0a6/Destrezza%2037ffbaa1115e4aa38ff58c35b28d0950.md),,1,0,,,0
Intimidire,No,,-5,-5,0,ABI,Carisma (Naskirophis%20120e02c652b84f2abeac36fef59c28f6/Abilita%CC%80%20da1538d735de4e138ef5740acbc7e0a6/Carisma%20af7244707a084548bc4466be6ba59a05.md),,1,0,,,0
Arcano,No,,-5,-5,0,ABI,Intelligenza (Naskirophis%20120e02c652b84f2abeac36fef59c28f6/Abilita%CC%80%20da1538d735de4e138ef5740acbc7e0a6/Intelligenza%20e22f806df5dc461f8dfaf8a1e2edf43b.md),,1,0,,,0
Percezione,No,,-5,-5,0,ABI,Saggezza (Naskirophis%20120e02c652b84f2abeac36fef59c28f6/Abilita%CC%80%20da1538d735de4e138ef5740acbc7e0a6/Saggezza%201fa25963018f427cabd19887aebcff52.md),,1,0,,,0
Intuizione,No,,-5,-5,0,ABI,Saggezza (Naskirophis%20120e02c652b84f2abeac36fef59c28f6/Abilita%CC%80%20da1538d735de4e138ef5740acbc7e0a6/Saggezza%201fa25963018f427cabd19887aebcff52.md),,1,0,,,0
Atletica,No,,-5,-5,0,ABI,Forza (Naskirophis%20120e02c652b84f2abeac36fef59c28f6/Abilita%CC%80%20da1538d735de4e138ef5740acbc7e0a6/Forza%20edf965ddb97044e89f265858d6036ff7.md),,1,0,,,0
Medicina,No,,-5,-5,0,ABI,Saggezza (Naskirophis%20120e02c652b84f2abeac36fef59c28f6/Abilita%CC%80%20da1538d735de4e138ef5740acbc7e0a6/Saggezza%201fa25963018f427cabd19887aebcff52.md),,1,0,,,0
Storia,No,,-5,-5,0,ABI,Intelligenza (Naskirophis%20120e02c652b84f2abeac36fef59c28f6/Abilita%CC%80%20da1538d735de4e138ef5740acbc7e0a6/Intelligenza%20e22f806df5dc461f8dfaf8a1e2edf43b.md),,1,0,,,0
Intrattenere,No,,-5,-5,0,ABI,Carisma (Naskirophis%20120e02c652b84f2abeac36fef59c28f6/Abilita%CC%80%20da1538d735de4e138ef5740acbc7e0a6/Carisma%20af7244707a084548bc4466be6ba59a05.md),,1,0,,,0
Acrobazia,Yes,,-5,-5,0,ABI,Destrezza (Naskirophis%20120e02c652b84f2abeac36fef59c28f6/Abilita%CC%80%20da1538d735de4e138ef5740acbc7e0a6/Destrezza%2037ffbaa1115e4aa38ff58c35b28d0950.md),,1,0,,,1
Rapidità di mano,No,,-5,-5,0,ABI,Destrezza (Naskirophis%20120e02c652b84f2abeac36fef59c28f6/Abilita%CC%80%20da1538d735de4e138ef5740acbc7e0a6/Destrezza%2037ffbaa1115e4aa38ff58c35b28d0950.md),,1,0,,,0
Addestrare animali,No,,-5,-5,0,ABI,Saggezza (Naskirophis%20120e02c652b84f2abeac36fef59c28f6/Abilita%CC%80%20da1538d735de4e138ef5740acbc7e0a6/Saggezza%201fa25963018f427cabd19887aebcff52.md),,1,0,,,0
Religione,No,,-5,-5,0,ABI,Intelligenza (Naskirophis%20120e02c652b84f2abeac36fef59c28f6/Abilita%CC%80%20da1538d735de4e138ef5740acbc7e0a6/Intelligenza%20e22f806df5dc461f8dfaf8a1e2edf43b.md),,1,0,,,0
