Statistica,Property,Valore,Modificatore,Tiro Salvezza,Bonus Competenza,Tags,Statistica di riferimento,Untitled Database,Bonus Competenza di Riferimento,Valore di riferimento,Link PG,Livello,Modificatore  Abilità
Natura,No,,-5,-5,0,ABI,Intelligenza (Grunt%20Martelcuore%20904d4cbd76ee43c29753bdefdc19d019/Abilita%CC%80%2030656d6a803f4118859cebbb4b9a8b94/Intelligenza%20437c715d247f4b11b64f49312dc2f669.md),,1,0,,,0
Furtività,No,,-5,-5,0,ABI,Destrezza (Grunt%20Martelcuore%20904d4cbd76ee43c29753bdefdc19d019/Abilita%CC%80%2030656d6a803f4118859cebbb4b9a8b94/Destrezza%2023f7a96eab604de9b8d2d6d9cb604383.md),,1,0,,,0
Intimidire,No,,-5,-5,0,ABI,Carisma (Grunt%20Martelcuore%20904d4cbd76ee43c29753bdefdc19d019/Abilita%CC%80%2030656d6a803f4118859cebbb4b9a8b94/Carisma%201453d89acfe849e08130db34328f0216.md),,1,0,,,0
Arcano,No,,-5,-5,0,ABI,Intelligenza (Grunt%20Martelcuore%20904d4cbd76ee43c29753bdefdc19d019/Abilita%CC%80%2030656d6a803f4118859cebbb4b9a8b94/Intelligenza%20437c715d247f4b11b64f49312dc2f669.md),,1,0,,,0
Storia,No,,-5,-5,0,ABI,Intelligenza (Grunt%20Martelcuore%20904d4cbd76ee43c29753bdefdc19d019/Abilita%CC%80%2030656d6a803f4118859cebbb4b9a8b94/Intelligenza%20437c715d247f4b11b64f49312dc2f669.md),,1,0,,,0
Intuizione,No,,-5,-5,0,ABI,Saggezza (Grunt%20Martelcuore%20904d4cbd76ee43c29753bdefdc19d019/Abilita%CC%80%2030656d6a803f4118859cebbb4b9a8b94/Saggezza%20ef2a79aaea324a1285cd91a0dd76c8b8.md),,1,0,,,0
Atletica,No,,-5,-5,0,ABI,Forza (Grunt%20Martelcuore%20904d4cbd76ee43c29753bdefdc19d019/Abilita%CC%80%2030656d6a803f4118859cebbb4b9a8b94/Forza%20041a78b42e064fcb87207639095967c4.md),,1,0,,,0
Percezione,No,,-5,-5,0,ABI,Saggezza (Grunt%20Martelcuore%20904d4cbd76ee43c29753bdefdc19d019/Abilita%CC%80%2030656d6a803f4118859cebbb4b9a8b94/Saggezza%20ef2a79aaea324a1285cd91a0dd76c8b8.md),,1,0,,,0
Medicina,No,,-5,-5,0,ABI,Saggezza (Grunt%20Martelcuore%20904d4cbd76ee43c29753bdefdc19d019/Abilita%CC%80%2030656d6a803f4118859cebbb4b9a8b94/Saggezza%20ef2a79aaea324a1285cd91a0dd76c8b8.md),,1,0,,,0
Acrobazia,Yes,,-5,-5,0,ABI,Destrezza (Grunt%20Martelcuore%20904d4cbd76ee43c29753bdefdc19d019/Abilita%CC%80%2030656d6a803f4118859cebbb4b9a8b94/Destrezza%2023f7a96eab604de9b8d2d6d9cb604383.md),,1,0,,,1
Religione,No,,-5,-5,0,ABI,Intelligenza (Grunt%20Martelcuore%20904d4cbd76ee43c29753bdefdc19d019/Abilita%CC%80%2030656d6a803f4118859cebbb4b9a8b94/Intelligenza%20437c715d247f4b11b64f49312dc2f669.md),,1,0,,,0
Intrattenere,No,,-5,-5,0,ABI,Carisma (Grunt%20Martelcuore%20904d4cbd76ee43c29753bdefdc19d019/Abilita%CC%80%2030656d6a803f4118859cebbb4b9a8b94/Carisma%201453d89acfe849e08130db34328f0216.md),,1,0,,,0
Addestrare animali,No,,-5,-5,0,ABI,Saggezza (Grunt%20Martelcuore%20904d4cbd76ee43c29753bdefdc19d019/Abilita%CC%80%2030656d6a803f4118859cebbb4b9a8b94/Saggezza%20ef2a79aaea324a1285cd91a0dd76c8b8.md),,1,0,,,0
Rapidità di mano,No,,-5,-5,0,ABI,Destrezza (Grunt%20Martelcuore%20904d4cbd76ee43c29753bdefdc19d019/Abilita%CC%80%2030656d6a803f4118859cebbb4b9a8b94/Destrezza%2023f7a96eab604de9b8d2d6d9cb604383.md),,1,0,,,0
