Statistica,Property,Valore,Modificatore,Tiro Salvezza,Bonus Competenza,Tags,Statistica di riferimento,Untitled Database,Bonus Competenza di Riferimento,Valore di riferimento,Link PG,Livello,Modificatore  Abilità
Furtività,No,,-5,-5,0,ABI,Destrezza (Hartley%204807c6b74b3b43cc9a03aed37fc44b83/Abilita%CC%80%207db3a6b653ad434187ea54a65d788929/Destrezza%201089e4ebb2bd43ba88d12cee9d2a16b1.md),,1,0,,,0
Indagare,No,,-5,-5,0,ABI,Intelligenza (Hartley%204807c6b74b3b43cc9a03aed37fc44b83/Abilita%CC%80%207db3a6b653ad434187ea54a65d788929/Intelligenza%2087467f6136e9400ead972fec76fe4834.md),,1,0,,,0
Sopravvivenza,No,,-5,-5,0,ABI,Saggezza (Hartley%204807c6b74b3b43cc9a03aed37fc44b83/Abilita%CC%80%207db3a6b653ad434187ea54a65d788929/Saggezza%203711e9373b09403a8ea560ac45782b76.md),,1,0,,,0
Persuasione,No,,-5,-5,0,ABI,Carisma (Hartley%204807c6b74b3b43cc9a03aed37fc44b83/Abilita%CC%80%207db3a6b653ad434187ea54a65d788929/Carisma%20e44eff631c8b461a90c39cabeaec0888.md),,1,0,,,0
Atletica,No,,-5,-5,0,ABI,Forza (Hartley%204807c6b74b3b43cc9a03aed37fc44b83/Abilita%CC%80%207db3a6b653ad434187ea54a65d788929/Forza%20bd9865b53e03465bba0f069d493534cf.md),,1,0,,,0
Medicina,No,,-5,-5,0,ABI,Saggezza (Hartley%204807c6b74b3b43cc9a03aed37fc44b83/Abilita%CC%80%207db3a6b653ad434187ea54a65d788929/Saggezza%203711e9373b09403a8ea560ac45782b76.md),,1,0,,,0
Intuizione,No,,-5,-5,0,ABI,Saggezza (Hartley%204807c6b74b3b43cc9a03aed37fc44b83/Abilita%CC%80%207db3a6b653ad434187ea54a65d788929/Saggezza%203711e9373b09403a8ea560ac45782b76.md),,1,0,,,0
Storia,No,,-5,-5,0,ABI,Intelligenza (Hartley%204807c6b74b3b43cc9a03aed37fc44b83/Abilita%CC%80%207db3a6b653ad434187ea54a65d788929/Intelligenza%2087467f6136e9400ead972fec76fe4834.md),,1,0,,,0
Percezione,No,,-5,-5,0,ABI,Saggezza (Hartley%204807c6b74b3b43cc9a03aed37fc44b83/Abilita%CC%80%207db3a6b653ad434187ea54a65d788929/Saggezza%203711e9373b09403a8ea560ac45782b76.md),,1,0,,,0
Acrobazia,Yes,,-5,-5,0,ABI,Destrezza (Hartley%204807c6b74b3b43cc9a03aed37fc44b83/Abilita%CC%80%207db3a6b653ad434187ea54a65d788929/Destrezza%201089e4ebb2bd43ba88d12cee9d2a16b1.md),,1,0,,,1
Addestrare animali,No,,-5,-5,0,ABI,Saggezza (Hartley%204807c6b74b3b43cc9a03aed37fc44b83/Abilita%CC%80%207db3a6b653ad434187ea54a65d788929/Saggezza%203711e9373b09403a8ea560ac45782b76.md),,1,0,,,0
Religione,No,,-5,-5,0,ABI,Intelligenza (Hartley%204807c6b74b3b43cc9a03aed37fc44b83/Abilita%CC%80%207db3a6b653ad434187ea54a65d788929/Intelligenza%2087467f6136e9400ead972fec76fe4834.md),,1,0,,,0
Intrattenere,No,,-5,-5,0,ABI,Carisma (Hartley%204807c6b74b3b43cc9a03aed37fc44b83/Abilita%CC%80%207db3a6b653ad434187ea54a65d788929/Carisma%20e44eff631c8b461a90c39cabeaec0888.md),,1,0,,,0
Rapidità di mano,No,,-5,-5,0,ABI,Destrezza (Hartley%204807c6b74b3b43cc9a03aed37fc44b83/Abilita%CC%80%207db3a6b653ad434187ea54a65d788929/Destrezza%201089e4ebb2bd43ba88d12cee9d2a16b1.md),,1,0,,,0
